id,title ,image_link ,country ,years ,director_description,leader,star ,description,tags,
110,爱在黎明破晓前,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,美国 奥地利 瑞士,1995, 理查德·林克莱特 Richard Linklater, 伊桑·霍克 Ethan Hawke ...,8.8,缘分是个连绵词，最美不过一瞬。,剧情/爱情,
111,玛丽和马克思,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2162822165.jpg,澳大利亚,2009, 亚当·艾略特 Adam Elliot, 托妮·科莱特 Toni Collette,8.9,你是我最好的朋友，你是我唯一的朋友 。,剧情/喜剧/动画,
112,小森林 冬春篇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258078370.jpg,日本,2015, 森淳一 Junichi Mori, 桥本爱 Ai Hashimoto,9.0,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,剧情,
113,侧耳倾听,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,日本,1995, 近藤喜文 Yoshifumi Kondo, 本名阳子 Youko Honna,8.9,少女情怀总是诗。,剧情/爱情/动画,
114,一一,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,中国台湾 日本,2000, 杨德昌 Edward Yang, 吴念真,9.0,我们都曾经是一一。,剧情/爱情/家庭,
115,告白,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,日本,2010, 中岛哲也 Tetsuya Nakashima, 松隆子 Takako Matsu,8.7,没有一人完全善，也没有一人完全恶。,剧情/惊悚,
116,大鱼,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,美国,2003, 蒂姆·波顿 Tim Burton, 伊万·麦克格雷格 Ewan McGregor,8.8,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,剧情/家庭/奇幻/冒险,
117,唐伯虎点秋香,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,中国香港,1993, 李力持 Lik-Chi Lee, 周星驰 Stephen Chow,8.6,华太师是黄霑，吴镇宇四大才子之一。,喜剧/爱情/古装,
118,阳光姐妹淘,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,韩国,2011, 姜炯哲 Hyeong-Cheol Kang, 沈恩京 Eun-kyung Shim,8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,剧情/喜剧,
119,蝙蝠侠：黑暗骑士崛起,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,美国 英国,2012, 克里斯托弗·诺兰 Christopher Nolan, 克里斯蒂安·贝尔 Christ...,8.8,诺兰就是保证。,剧情/动作/科幻/犯罪/惊悚,
120,射雕英雄传之东成西就,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2535922598.jpg,中国香港,1993, 刘镇伟 Jeffrey Lau, 梁朝伟 Tony Leung Chiu Wai,8.7,百看不厌。 ,喜剧/奇幻/武侠/古装,
121,倩女幽魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,中国香港,1987, 程小东 Siu-Tung Ching, 张国荣 Leslie Cheung,8.7,两张绝世的脸。 ,爱情/奇幻/武侠/古装,
122,超脱,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,美国,2011, 托尼·凯耶 Tony Kaye, 艾德里安·布洛迪 Adrien Brody,8.9,穷尽一生，我们要学会的，不过是彼此拥抱。,剧情,
123,甜蜜蜜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,中国香港,1996, 陈可辛 Peter Chan, 黎明 Leon Lai,8.8,相逢只要一瞬间，等待却像是一辈子。,剧情/爱情,
124,驯龙高手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,美国,2010, 迪恩·德布洛斯 Dean DeBlois, 迪恩·德布洛斯 Dean DeBlois,8.7,和谐的生活离不开摸头与被摸头。,动画/奇幻/冒险,
125,萤火之森,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,日本,2011, 大森贵弘 Takahiro Omori, 佐仓绫音 Ayane Sakura,8.9,触不到的恋人。,剧情/爱情/动画/奇幻,
126,恐怖直播,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,韩国,2013, 金秉祐 Byeong-woo Kim, 河正宇 Jung-woo Ha,8.8,恐怖分子的“秋菊打官司”。,剧情/犯罪/悬疑,
127,幸福终点站,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,美国,2004, 史蒂文·斯皮尔伯格 Steven Spielberg, 汤姆·汉克斯 Tom Hanks...,8.8,有时候幸福需要等一等。 ,喜剧/剧情/爱情,
128,超能陆战队,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,美国,2014, 唐·霍尔 Don Hall, 唐·霍尔 Don Hall,8.7,Balalala~~~,喜剧/动作/科幻/动画/冒险,
129,菊次郎的夏天,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,日本,1999, 北野武 Takeshi Kitano, 北野武 Takeshi Kitano,8.8,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,剧情/喜剧,
130,无人知晓,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,日本,2004, 是枝裕和 Hirokazu Koreeda, 柳乐优弥 Yûya Yagira,9.1,我的平常生活就是他人的幸福。,剧情,
131,爱在日落黄昏时,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924221.jpg,美国 法国,2004, 理查德·林克莱特 Richard Linklater, 伊桑·霍克 Ethan Hawke ...,8.8,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,剧情/爱情,
132,借东西的小人阿莉埃蒂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,日本,2010, 米林宏昌 Hiromasa Yonebayashi, 志田未来 Mirai Shida,8.8,曾经的那段美好会沉淀为一辈子的记忆。,动画/奇幻/冒险,
133,神偷奶爸,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,美国 法国,2010, 皮艾尔·柯芬 Pierre Coffin, 皮艾尔·柯芬 Pierre Coffin,8.6,Mr. I Don't Care其实也有Care的时候。,喜剧/动画/冒险,
134,怪兽电力公司,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,美国,2001, 彼特·道格特 Pete Docter, 彼特·道格特 Pete Docter,8.7,不要给它起名字，起了名字就有感情了。,儿童/喜剧/动画/奇幻/冒险,
135,完美的世界,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,美国,1993, 克林特·伊斯特伍德 Clint Eastwood, 凯文·科斯特纳 Kevin Cos...,9.1,坏人的好总是比好人的好来得更感人。,剧情/犯罪,
136,玩具总动员3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,美国,2010, 李·昂克里奇 Lee Unkrich, 汤姆·汉克斯 Tom Hanks,8.8,跨度十五年的欢乐与泪水。,喜剧/动画/奇幻/冒险,
137,风之谷,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,日本,1984, 宫崎骏 Hayao Miyazaki, 岛本须美 Sumi Shimamoto,8.9,动画片的圣经。,动画/奇幻/冒险,
138,血战钢锯岭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,美国 澳大利亚,2016, 梅尔·吉布森 Mel Gibson, 安德鲁·加菲尔德 Andrew Garfield,8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,剧情/传记/历史/战争,
139,上帝之城,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,巴西 法国,2002, 费尔南多·梅里尔斯 Fernando Meirelles, 费尔南多·梅里尔斯 Fernando Meirelles,8.9,被上帝抛弃了的上帝之城。,犯罪/剧情,
140,傲慢与偏见,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,法国 英国 美国,2005, 乔·怀特 Joe Wright, 凯拉·奈特莉 Keira Knightley,8.6,爱是摈弃傲慢与偏见之后的曙光。,剧情/爱情,
141,时空恋旅人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,英国,2013, 理查德·柯蒂斯 Richard Curtis, 多姆纳尔·格里森 Domhnall Gl...,8.7,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,喜剧/爱情/奇幻,
142,电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565332644.jpg,美国,2004, 詹姆斯·温 James Wan, 雷·沃纳尔 Leigh Whannell,8.7,真相就在眼前。,悬疑/惊悚/恐怖,
143,功夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,中国大陆 中国香港,2004, 周星驰 Stephen Chow, 周星驰 Stephen Chow,8.5,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,动作/喜剧/犯罪/奇幻,
144,教父3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,美国,1990, 弗朗西斯·福特·科波拉 Francis Ford Coppola, 阿尔·帕西诺 A...,8.9,任何信念的力量，都无法改变命运。,剧情/犯罪,
145,喜宴,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,中国台湾 美国,1993, 李安 Ang Lee, 赵文瑄 Winston Chao,8.9,中国家庭的喜怒哀乐忍。,剧情/喜剧/爱情/同性/家庭,
146,谍影重重3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,美国 德国,2007, 保罗·格林格拉斯 Paul Greengrass, 马特·达蒙 Matt Damon,8.8,像吃了苏打饼一样干脆的电影。,动作/悬疑/惊悚,
147,英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,中国香港,1986, 吴宇森 John Woo, 周润发 Yun-Fat Chow,8.7,英雄泪短，兄弟情长。 ,剧情/动作/犯罪,
